Public Food Key,Classification,Category,Categoría,Food Name,Nombre en español,"Energy, with dietary fibre (kJ)","Energy, with dietary fibre (kcal)","Energy, without dietary fibre (kJ)","Energy, without dietary fibre (kcal)",Moisture (water) (g),Protein (g),Nitrogen (g),Total fat (g),Ash (g),Total dietary fibre (g),Alcohol (g),Fructose (g),Glucose (g),Sucrose (g),Maltose (g),Lactose (g),Galactose (g),Maltotriose (g),Total sugars (g),Added sugars (g),Free sugars (g),Starch (g),Dextrin (g),Glycerol (g),Glycogen (g),Inulin (g),Mannitol (g),Maltodextrin (g),Oligosaccharides (g),Raffinose (g),Stachyose (g),Sorbitol (g),Resistant starch (g),"Available carbohydrate, without sugar alcohols (g)","Available carbohydrate, with sugar alcohols (g)",Acetic acid (g),Citric acid (g),Fumaric acid (g),Lactic acid (g),Malic acid (g),Oxalic acid (g),Propionic acid (g),Quinic acid (g),Succinic acid (g),Tartaric acid (g),Aluminium (Al) (ug),Antimony (Sb) (ug),Arsenic (As) (ug),Cadmium (Cd) (ug),Calcium (Ca) (mg),Chromium (Cr) (ug),Chloride (Cl) (mg),Cobalt (Co) (ug),Copper (Cu) (mg),Fluoride (F) (ug),Iodine (I) (ug),Iron (Fe) (mg),Lead (Pb) (ug),Magnesium (Mg) (mg),Manganese (Mn) (mg),Mercury (Hg) (ug),Molybdenum (Mo) (ug),Nickel (Ni) (ug),Phosphorus (P) (mg),Potassium (K) (mg),Selenium (Se) (ug),Sodium (Na) (mg),Sulphur (S) (mg),Tin (Sn) (ug),Zinc (Zn) (mg),Retinol (preformed vitamin A) (ug),Alpha-carotene (ug),Beta-carotene (ug),Cryptoxanthin (ug),Beta-carotene equivalents (provitamin A) (ug),Vitamin A retinol equivalents (ug),Lutein (ug),Lycopene (ug),Xanthophyl (ug),Thiamin (B1) (mg),Riboflavin (B2) (mg),Niacin (B3) (mg),Niacin derived from tryptophan (mg),Niacin derived equivalents (mg),Pantothenic acid (B5) (mg),Pyridoxine (B6) (mg),Biotin (B7) (ug),Cobalamin (B12) (ug),"Folate, natural (ug)",Folic acid (ug),Total folates (ug),Dietary folate equivalents (ug),Vitamin C (mg),Cholecalciferol (D3) (ug),Ergocalciferol (D2) (ug),25-hydroxy cholecalciferol (25-OH D3 (ug),25-hydroxy ergocalciferol (25-OH D2) (ug),Vitamin D3 equivalents (ug),Alpha tocopherol (mg),Alpha tocotrienol (mg),Beta tocopherol (mg),Beta tocotrienol (mg),Delta tocopherol (mg),Delta tocotrienol (mg),Gamma tocopherol (mg),Gamma tocotrienol (mg),Vitamin E (mg),C4 (%),,C6 (%),,C8 (%),,C10 (%),,C11 (%),,C12 (%),,C13 (%),,C14 (%),,C15 (%),,C16 (%),,C17 (%),,C18 (%),,C19 (%),,C20 (%),,C21 (%),,C22 (%),,C23 (%),,C24 (%),,Total saturated fatty acids (%),,C12:1 (%),,C14:1 (%),,C15:1 (%),,C16:1 (%),,C17:1 (%),,C18:1 (%),,C20:1 (%),,C22:1 (%),,C24:1 (%),,Total monounsaturated fatty acids (%),,C16:2w4 (%),,C16:3 (%),,C18:2w6 (%),,C18:3w3 (%),,C18:3w4 (%),,C18:3w6 (%),,C18:4w1 (%),,C18:4w3 (%),,C20:2w6 (%),,C20:3w3 (%),,C20:3w6 (%),,C20:4w3 (%),,C20:4w6 (%),,C20:5w3 (%),,C22:2w6 (%),,C22:4w6 (%),,C22:5w3 (%),,C22:5w6 (%),,C22:6w3 (%),,Other polyunsaturated fatty acids (%),,Total polyunsaturated fatty acids (%),,Total long chain omega 3 fatty acids (%),,Total undifferentiated fatty acids (%),,Total trans fatty acids (%),,Caffeine (mg),Cholesterol (mg),Tryptophan (mg/g N),,Alanine (mg/g N),,Arginine (mg/g N),,Aspartic acid (mg/g N),,Cystine plus cysteine (mg/g N),,Glutamic acid (mg/g N),,Glycine (mg/g N),,Histidine (mg/g N),,Isoleucine (mg/g N),,Leucine (mg/g N),,Lysine (mg/g N),,Methionine (mg/g N),,Phenylalanine (mg/g N),,Proline (mg/g N),,Serine (mg/g N),,Threonine (mg/g N),,Tyrosine (mg/g N),,Valine (mg/g N),,wiki,wiki (es)
F009432,18104,Veal ,Ternera,"Veal, steak, boneless, leg, lean, grilled, no added fat","Ternera, carne, sin hueso, pierna, magra, a la parrilla, la grasa sin adición",655,157,655,157,65,34.4,5.5,1.9,1.3,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,6,,,,0.12,,0.3,1.7,,28,0,,,,300,380,18,49,,,4.9,0,,9,,9,2,,,,0.1,0.2,9,4.74,13.74,0.66,1,,3,0,0,0,0,0,0.2,0,0.1,0,0.7,0.3,,0,,0,,0,,0.3,,,,,,,,,,,,,,,2.9,0.05,0.5,0.01,17.4,0.3,0.7,0.01,9.1,0.16,,,,,,,0.1,0,,,,,30.68,0.53,,,1.1,0.02,,,3.5,0.06,,,37,0.64,,,,,,,43.98,0.77,,,,,6.4,0.11,2,0.04,,,0.4,6.53,,,,,0.3,5.94,,,1,16.9,,,4,69.34,2.7,46.85,,,0.3,4.61,2.6,45.6,,,0.7,11.43,,,20.25,0.35,5.969,103.884,2.34,41,4.9,85.44,0,85,51,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat of young cattle,
F009435,18104,Veal ,Ternera,"Veal, steak, boneless, leg, untrimmed, raw","Ternera, carne, sin hueso, pierna, sin recortar, crudo",482,115,482,115,75.5,24.3,3.89,1.8,1.2,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,6,,,,0.085,,0.3,1.39,,31,0,,,,298,363,0,56,,,4.66,0,,0,,0,0,,,,0.06,0.201,15.84,3.35,19.19,1.49,0.8,,1.6,0,0,0,0,1,0.3,0,0.7,0,3.76,0.5,,0,,0,,0,,0.51,,,,,,,,,,,,,,,,0.05,,0.01,,0.33,,0.02,,0.2,,,,,,,,0,,,,,,0.61,,,,0.01,,,,0.05,,,,0.54,,,,,,,,0.64,,,,,,0.12,,0.03,,,,5.18,,,,,,6.99,,,,18.26,,,,87.38,,45.89,,,,4.34,,50.17,,,,10.45,,,,0.38,,106.508,,41,,75.75,0,57,,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat of young cattle,
F009434,18104,Veal ,Ternera,"Veal, steak, boneless, leg, untrimmed, grilled, no added fat","Ternera, carne, sin hueso, pierna, sin recortar, a la parrilla, la grasa sin adición",675,161,675,161,64.6,34.1,5.46,2.6,1.3,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,6,,,,0.117,,0.3,1.68,,28,0,,,,296,375,17.6,49,,,4.83,1,,9,,9,2,,,,0.098,0.198,8.87,4.69,13.56,0.66,0.98,,3,0,0,0,0,0,0.2,0,0.1,0,0.7,0.3,,0,,0,,0,,0.32,,,,,,,,,,,,,,,,0.1,,0.02,,0.49,,0.02,,0.26,,,,,,,,0,,,,,,0.89,,,,0.03,,,,0.08,,,,0.84,,,,,,,,0.99,,,,,,0.12,,0.04,,,,8.49,,,,,,5.81,,,,16.53,,,,67.83,,45.83,,,,4.51,,46.94,,,,11.18,,,,0.37,,103.95,,45,,136.53,0,84,,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat of young cattle,
F009438,18104,Veal ,Ternera,"Veal, stir-fry strips, lean, raw","Veal, tiras salteados, delgado, crudo",536,128,536,128,73.2,27.2,4.35,2,1.2,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,7,,,,0.098,,0.3,1.5,,28,0,,,,280,420,0,56,,,4.7,0,,0,,0,0,,,,0.06,0.2,16,3.74,19.74,1.5,0.8,,1.6,0,0,0,0,1,0.3,0,0.7,0,3.8,0.5,,0,,0,,0,,0.5,,,,,,,,,,,,,,,3.4,0.06,2.1,0.04,20.2,0.37,0.9,0.02,11.6,0.21,,,,,,,0.1,0,,,,,38.23,0.7,,,0.8,0.02,,,3,0.06,,,34.3,0.63,,,,,,,39.93,0.73,,,,,6.6,0.12,1.4,0.03,,,0.3,4.78,,,,,0.4,7.2,,,1,17.92,,,4,73.57,1.6,30.01,,,0.3,5.83,2.3,41.97,,,0.5,8.52,,,18.35,0.34,4.394,80.498,1.83,33,3.5,63.42,0,55,51,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat of young cattle,
F009439,18104,Veal ,Ternera,"Veal, stir-fry strips, lean, stir-fried, no added fat","Ternera, tiras salteadas, magra, la grasa sin adición frito",614,147,614,147,65,30,4.8,2.8,1.3,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,8,,,,0.14,,0.3,2.1,,37,0,,,,370,530,16,79,,,5.8,0,,9,,9,2,,,,0.1,0.2,9,4.13,13.13,0.66,1,,3,0,0,0,0,0,0.2,0,0.1,0,0.7,0.3,,0,,0,,0,,0.3,,,,,,,,,,,,,,,4.2,0.11,0.8,0.02,21.2,0.54,1,0.03,13.9,0.36,,,,,,,0.1,0,,,,,41.21,1.06,,,0.7,0.02,,,2.6,0.07,,,30,0.77,,,,,,,35.37,0.91,,,,,6.9,0.18,1.4,0.04,,,0.3,8.39,,,,,0.4,9.36,,,1,25.49,,,3.9,100.31,1.5,38.63,,,0.4,11.34,2.4,61.25,,,0.6,15.18,,,18.83,0.48,4.486,115.057,2.17,56,4.6,118.44,0,99,51,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat of young cattle,
F009440,18104,Veal ,Ternera,"Veal, stir-fry strips, untrimmed, raw","Veal, tiras salteados, sin recortar, crudo",551,132,551,132,72.8,27.1,4.33,2.5,1.2,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,7,,,,0.096,,0.3,1.48,,28,0,,,,277,416,0,55,,,4.65,1,,0,,0,1,,,,0.059,0.202,15.78,3.73,19.51,1.49,0.79,,1.6,0,0,0,0,1,0.3,0,0.7,0,3.75,0.5,,0,,0,,0,,0.51,,,,,,,,,,,,,,,,0.09,,0.04,,0.48,,0.02,,0.29,,,,,,,,0,,,,,,0.93,,,,0.02,,,,0.06,,,,0.78,,,,,,,,0.9,,,,,,0.12,,0.03,,,,5.88,,,,,,7.08,,,,17.61,,,,72.32,,29.5,,,,5.73,,42.03,,,,8.37,,,,0.34,,79.897,,37,,106.98,0,55,,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat of young cattle,
F009441,18104,Veal ,Ternera,"Veal, stir-fry strips, untrimmed, stir-fried, no added fat","Veal, tiras salteados, sin recortar,, la grasa no añadido frito",623,149,623,149,64.8,29.9,4.78,3.1,1.3,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,8,,,,0.139,,0.3,2.09,,37,0,,,,367,526,15.8,79,,,5.76,0,,9,,9,2,,,,0.099,0.199,8.94,4.12,13.06,0.66,0.99,,3,0,0,0,0,0,0.2,0,0.1,0,0.7,0.3,,0,,0,,0,,0.31,,,,,,,,,,,,,,,,0.13,,0.02,,0.63,,0.03,,0.4,,,,,,,,0,,,,,,1.22,,,,0.02,,,,0.08,,,,0.86,,,,,,,,1.01,,,,,,0.18,,0.04,,,,9.3,,,,,,9.27,,,,25.23,,,,99.28,,38.23,,,,11.22,,61.72,,,,15.03,,,,0.48,,114.973,,58,,142.24,0,98,,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat of young cattle,
F004831,18102,Lamb and mutton,Cordero y carnero,"Lamb, all cuts, separable fat, raw","Cordero, todos los cortes, grasa separable, crudo",2315,553,2315,553,27.4,10.8,1.73,57.6,0.5,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,5,,,,0,,0,0.41,,6,0,,,,56,91,0,22,,,0.54,34,,0,,0,34,,,,0,0.07,2,1.61,3.61,0.43,0.1,,2.9,4,0,4,4,0,0.7,0,0,0,0.7,1.1,,0,,0,,0,,1.1,,,,,,,,,,,,,,,4.2,2.29,0.8,0.42,20.2,11.07,1.7,0.93,20.1,11.03,,,,,,,0,0,,,,,46.9,25.75,,,0.1,0.07,,,1.3,0.71,,,35.7,19.58,,,,,,,37.89,20.8,,,,,2.5,1.39,1.8,0.99,,,0.2,129.91,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0.3,140.71,,,0,0,,,4.83,2.65,0.256,140.709,0.8,437,9.7,5329.54,0,62,55,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domesticated animal,"mamífero cuadrúpedo ungulado rumiante doméstico, usado como ganado"
F004830,18102,Lamb and mutton,Cordero y carnero,"Lamb, all cuts, separable fat, cooked","Cordero, todos los cortes, grasa separable, cocinado",2251,538,2251,538,23.6,16.2,2.59,53.4,0.5,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,6,,,,0,,0,0.67,,8,0,,,,82,110,0,28,,,1,42,,0,,0,42,,,,0,0,7,2.42,9.42,0.24,0.1,,3,4,0,4,4,0,1.6,0,0,0,1.6,0.8,,0,,0,,0,,0.8,,,,,,,,,,,,,,,4.1,2.08,0.8,0.4,21.1,10.72,1.7,0.88,20.9,10.63,,,,,,,0,0,,,,,48.57,24.72,,,0.2,0.12,,,1.4,0.74,,,36.1,18.36,,,,,,,39.18,19.94,,,,,2.2,1.12,1.8,0.9,,,0.3,134.52,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0.3,146.06,,,0,0,,,4.52,2.3,0.287,146.055,1.43,729,7.8,3947.55,0,74,55,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domesticated animal,"mamífero cuadrúpedo ungulado rumiante doméstico, usado como ganado"
F004846,18102,Lamb and mutton,Cordero y carnero,"Lamb, boneless, fillet or loin, untrimmed, raw","Cordero, sin hueso, filete o lomo, sin recortar, crudo",564,135,564,135,70.9,19.9,3.19,6.1,1.1,0,0,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,5,,,,0.116,,1.2,1.94,,24,0,,,,232,354,10.5,67,,,2.46,5,,0,,0,5,,,,0.096,0.248,5.47,2.97,8.44,0.28,0.1,,1,16,0,16,16,0,0,0,0.6,0,2.91,0.7,,,,,,,,0.65,,,,,,,,,,,,,,,,0.21,,0.04,,1.3,,0.08,,1.13,,,,,,,,0,,,,,,2.77,,,,0,,,,0.09,,,,2.26,,,,,,,,2.37,,,,,,0.15,,0.09,,,,,,,,,,0,,,,,,,,24.31,,10.42,,,,0,,19.52,,,,0,,,,0.29,,29.938,,,,374.41,0,66,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domesticated animal,"mamífero cuadrúpedo ungulado rumiante doméstico, usado como ganado"
F004845,18102,Lamb and mutton,Cordero y carnero,"Lamb, boneless, fillet or loin, untrimmed, grilled, no added fat","Cordero, sin hueso, filete o lomo, sin recortar, a la parrilla, la grasa sin adición",699,167,699,167,62.5,26.9,4.31,6.5,1.2,0,0,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,7,,,,0.167,,1.2,2.51,,28,0,,,,256,365,20.6,68,,,3.3,8,,0,,0,8,,,,0.142,0.324,6.27,4.01,10.28,0.32,0.07,,1.3,16,0,16,16,0,0,0,0.3,0,1.5,0.7,,,,,,,,0.68,,,,,,,,,,,,,,,,0.2,,0.04,,1.46,,0.09,,1.3,,,,,,,,0,,,,,,3.11,,,,0,,,,0.1,,,,2.46,,,,,,,,2.58,,,,,,0.13,,0.07,,,,,,,,,,0,,,,,,,,19.92,,9.96,,,,0,,12.95,,,,0,,,,0.25,,22.913,,,,427.76,0,84,,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domesticated animal,"mamífero cuadrúpedo ungulado rumiante doméstico, usado como ganado"
F004844,18102,Lamb and mutton,Cordero y carnero,"Lamb, boneless, fillet or loin, lean, raw","Cordero, sin hueso, filete o lomo, magro, cruda",491,117,491,117,72.8,20.3,3.25,4,1.1,0,0,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,5,,72,,0.12,25,1.2,2,,24,0,,,,240,365,11,69,140,,2.55,4,,0,,0,4,,,,0.1,0.255,5.6,3.03,8.63,0.28,0.1,2.1,0.9,17,0,17,17,0,0,0,0.6,0,3,0.6,,,,,,,,0.64,,0,,0,,0,,0,,,,0.01,,,,0.12,,0.03,,0.89,,0.05,,0.71,,,,0,,,,0,,,,0,,1.82,,,,0,,,,0.06,,,,1.54,,0,,0,,0,,1.6,,,,,,0.09,,0.05,,,,,,,,,,0,,0,,,,,,25.33,,10.86,,,,0,,14.47,,,,0,,,,0.2,,25.328,,,,168.12,0,66,,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domesticated animal,"mamífero cuadrúpedo ungulado rumiante doméstico, usado como ganado"
F004843,18102,Lamb and mutton,Cordero y carnero,"Lamb, boneless, fillet or loin, lean, grilled, no added fat","Cordero, sin hueso, filete o lomo, magra, a la parrilla, la grasa sin adición",667,159,667,159,63.4,27.2,4.34,5.6,1.2,0,0,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,8,,82,,0.17,75,1.2,2.55,,28,0,,,,260,370,21,69,215,,3.35,8,,0,,0,8,,,,0.145,0.33,6.25,4.05,10.3,0.32,0.07,2.4,1.2,17,0,17,17,0,0,0,0.3,0,1.5,0.7,,,,,,,,0.68,,0,,0,,0,,0,,,,0.02,,,,0.16,,0.04,,1.27,,0.07,,1.1,,,,0,,,,0,,,,0,,2.66,,,,0,,,,0.09,,,,2.13,,0,,0,,0,,2.22,,,,,,0.11,,0.06,,,,,,,,,,0,,0,,,,,,20.34,,10.17,,,,0,,10.17,,,,0,,,,0.2,,20.335,,,,354.09,0,84,,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domesticated animal,"mamífero cuadrúpedo ungulado rumiante doméstico, usado como ganado"
F004890,18102,Lamb and mutton,Cordero y carnero,"Lamb, chop, with bone, loin or chump, lean, raw","Cordero, chuleta, con hueso, lomo o tonto, magro, cruda",606,145,606,145,70.3,25.6,4.09,4.6,1.1,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,7,,90,,0.14,50,1.2,2.5,,30,0.017,,,,295,340,15,68,140,,3.2,9,,0,,0,9,,,,0.145,0.23,6.9,3.81,10.71,0.74,0.16,1.7,1,17,0,17,17,0,0,0,0.6,0,3,0.4,,0,,0,,0,,0.45,,,,,,,,,,,,,,,,0.09,,0.02,,0.81,,0.05,,0.63,,,,,,,,0,,,,,,1.6,,,,0,,,,0.06,,,,1.85,,,,,,,,1.99,,,,,,0.22,,0.04,,,,13.97,,,,,,13.63,,,,7.87,,,,92.38,,22.6,,,,6.49,,38.67,,,,9.28,,,,0.47,,70.561,,71,,190.44,0,69,,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domesticated animal,"mamífero cuadrúpedo ungulado rumiante doméstico, usado como ganado"
F004889,18102,Lamb and mutton,Cordero y carnero,"Lamb, chop, with bone, loin or chump, lean, grilled, no added fat","Cordero, chuleta, con hueso, lomo o tonto, magra, a la parrilla, la grasa sin adición",900,215,900,215,60.5,32,5.11,9.6,1,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,11,,72,,0.205,30,1.2,2.95,,32,0.016,,,,270,330,26.5,70,220,,5,8,,0,,0,8,,,,0.155,0.345,6.75,4.76,11.51,0.29,0.08,2.4,2.1,17,0,17,17,0,0,0,0.3,0,1.5,0.2,,0,,0,,0,,0.2,,,,,,,,,,,,,,,,0.22,,0.04,,1.77,,0.1,,1.35,,,,,,,,0,,,,,,3.48,,,,0.01,,,,0.14,,,,3.51,,,,,,,,3.82,,,,,,0.52,,0.18,,,,26.57,,,,,,21.03,,,,17.14,,,,155.63,,68.7,,,,8.78,,88.48,,,,29.4,,,,1.12,,186.586,,154,,422,0,92,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domesticated animal,"mamífero cuadrúpedo ungulado rumiante doméstico, usado como ganado"
F004892,18102,Lamb and mutton,Cordero y carnero,"Lamb, chop, with bone, loin or chump, semi-trimmed, raw","Lamb, tajada, con el hueso, lomo o chump, semi-recortado, crudo",804,192,804,192,65.3,23.9,3.82,10.8,1,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,7,,,,0.124,,1.1,2.26,,27,0.015,,,,267,311,13.2,63,,,2.89,12,,0,,0,12,,,,0.128,0.211,6.34,3.56,9.9,0.71,0.15,,1.2,15,0,15,15,0,0.1,0,0.5,0,2.73,0.5,,0,,0,,0,,0.53,,,,,,,,,,,,,,,,0.35,,0.06,,2,,0.15,,1.84,,,,,,,,0,,,,,,4.39,,,,0.01,,,,0.14,,,,3.9,,,,,,,,4.17,,,,,,0.36,,0.15,,,,27.38,,,,,,12.06,,,,6.95,,,,81.66,,20,,,,5.74,,50.48,,,,8.21,,,,0.72,,78.691,,114,,785.1,0,68,,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domesticated animal,"mamífero cuadrúpedo ungulado rumiante doméstico, usado como ganado"
F004891,18102,Lamb and mutton,Cordero y carnero,"Lamb, chop, with bone, loin or chump, semi-trimmed, grilled, no added fat","Lamb, tajada, con el hueso, lomo o chump, semi-recortado, a la parrilla, la grasa no añadido",1042,249,1042,249,56.6,30.2,4.83,14.3,1,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,10,,,,0.183,,1.1,2.7,,29,0.014,,,,250,307,23.6,65,,,4.55,11,,0,,0,11,,,,0.138,0.307,6.78,4.5,11.28,0.28,0.09,,2.2,15,0,15,15,0,0.2,0,0.3,0,1.51,0.3,,0,,0,,0,,0.27,,,,,,,,,,,,,,,,0.42,,0.08,,2.72,,0.18,,2.34,,,,,,,,0,,,,,,5.74,,,,0.02,,,,0.21,,,,5.08,,,,,,,,5.52,,,,,,0.58,,0.26,,,,38,,,,,,18.74,,,,15.23,,,,138.32,,61.51,,,,7.8,,94.56,,,,26.15,,,,1.24,,182.217,,215,,798.78,0,91,,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domesticated animal,"mamífero cuadrúpedo ungulado rumiante doméstico, usado como ganado"
F004894,18102,Lamb and mutton,Cordero y carnero,"Lamb, chop, with bone, loin or chump, untrimmed, raw","Lamb, tajada, con el hueso, lomo o chump, sin recortar, crudo",1129,270,1129,270,57.2,20.8,3.33,20.9,0.9,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,7,,,,0.098,,0.8,1.89,,23,0.012,,,,225,264,10.7,54,,,2.4,16,,0,,0,16,,,,0.101,0.183,5.37,3.1,8.47,0.66,0.14,,1.6,13,0,13,13,0,0.2,0,0.4,0,2.29,0.6,,0,,0,,0,,0.65,,,,,,,,,,,,,,,,0.77,,0.14,,3.96,,0.32,,3.83,,,,,,,,0,,,,,,9.02,,,,0.02,,,,0.26,,,,7.3,,,,,,,,7.78,,,,,,0.58,,0.34,,,,49.69,,,,,,9.36,,,,5.47,,,,64.38,,15.45,,,,4.57,,69.99,,,,6.47,,,,1.14,,91.907,,184,,1771.75,0,67,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domesticated animal,"mamífero cuadrúpedo ungulado rumiante doméstico, usado como ganado"
F004893,18102,Lamb and mutton,Cordero y carnero,"Lamb, chop, with bone, loin or chump, untrimmed, grilled, no added fat","Lamb, tajada, con el hueso, lomo o chump, sin recortar, a la parrilla, la grasa no añadido",1202,287,1202,287,52.2,28.4,4.55,19.4,0.9,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,10,,,,0.159,,0.9,2.44,,27,0.012,,,,228,281,20.6,60,,,4.1,15,,0,,0,15,,,,0.12,0.268,6.81,4.24,11.05,0.28,0.09,,2.3,14,0,14,14,0,0.4,0,0.2,0,1.52,0.3,,0,,0,,0,,0.34,,,,,,,,,,,,,,,,0.64,,0.12,,3.77,,0.28,,3.43,,,,,,,,0,,,,,,8.23,,,,0.04,,,,0.28,,,,6.83,,,,,,,,7.42,,,,,,0.65,,0.34,,,,50.7,,,,,,16.32,,,,13.3,,,,120.74,,53.35,,,,6.81,,101.35,,,,22.82,,,,1.38,,177.515,,283,,1210.63,0,88,,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domesticated animal,"mamífero cuadrúpedo ungulado rumiante doméstico, usado como ganado"
F004899,18102,Lamb and mutton,Cordero y carnero,"Lamb, chop, with bone, chump, lean, raw","Cordero, chuleta, con hueso, tonto, magro, cruda",542,130,542,130,72.6,22.5,3.6,4.3,1.1,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,6,,120,,0.15,60,1.2,3.1,,30,0.018,,,,350,350,20,65,110,,3.6,9,,0,,0,9,,,,0.16,0.26,6.5,3.35,9.85,0.92,0.12,1.7,1.3,17,0,17,17,0,0,0,0.6,0,3,0.4,,0,,0,,0,,0.4,,,,,,,,,,,,,,,2.1,0.08,0.4,0.01,18.3,0.72,1.2,0.05,13.4,0.53,,,,,,,0,0,,,,,35.43,1.4,,,0.1,0,,,1.6,0.06,,,44.2,1.74,,,,,,,47.64,1.88,,,,,6.1,0.24,1.1,0.04,,,0.4,14.38,,,,,0.3,12.29,,,0.2,8.31,,,2.5,99.89,0.5,19.42,,,0.2,7.76,0.9,36.91,,,0.3,10,,,12.48,0.49,1.684,66.33,1.76,69,4.4,171.81,0,65,55,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domesticated animal,"mamífero cuadrúpedo ungulado rumiante doméstico, usado como ganado"
F004898,18102,Lamb and mutton,Cordero y carnero,"Lamb, chop, with bone, chump, lean, grilled, no added fat","Cordero, chuleta, con hueso, tonto, magra, la grasa a la plancha, sin adición",957,229,957,229,59.6,34.1,5.46,10.2,1,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,11,,62,,0.22,10,1.2,3.1,,32,0.02,,,,280,330,30,65,190,,5.8,8,,0,,0,8,,,,0.17,0.41,6.6,5.08,11.68,0.29,0.08,2.6,3,17,0,17,17,0,0,0,0.3,0,1.5,0.2,,0,,0,,0,,0.2,,,,,,,,,,,,,,,2.6,0.24,0.5,0.04,20.5,1.91,1.1,0.1,14,1.31,,,,,,,0,0,,,,,38.71,3.62,,,0.2,0.02,,,1.9,0.18,,,40.2,3.76,,,,,,,44,4.11,,,,,6.5,0.6,1.9,0.18,,,0.3,28.96,,,,,0.2,22.8,,,0.2,20.28,,,1.9,181.72,0.7,64.47,,,0.1,10.56,1,90.35,,,0.4,33.64,,,13.21,1.24,2.017,188.453,1.71,159,4,375.78,0,93,55,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domesticated animal,"mamífero cuadrúpedo ungulado rumiante doméstico, usado como ganado"
